Comment,Response Id,Response Date
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",215573,19 Jul 2016 12:18:04
"My name is Christina Hardin Dial. I am a pediatrician working in a practice in southeastern NC that is predominately Medicaid. I am writing to oppose the Medicaid waiver that would affect so many children in our practice. The current Medicaid system through CCNC has been working well, and as the old saying goes: ""If it ain't broke, don't fix it!"" Please consider the effect that this waiver. will have on so many children that are Medicaid insured. We do not want to limit their availability to great, quality care. So, please reject this waiver.",215577,19 Jul 2016 12:18:13
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",215581,19 Jul 2016 12:18:14
Please consider removing the waiver to help North Carolina's Children have a healthy life!,215585,19 Jul 2016 12:18:15
I am an nurse in North Carolina and I am opposed to the waiver. The current system with CCNC has served North Carolina pediatric Medicaid patients very well and the current proposal will destroy the trust and relationships that we have worked hard to build. Having read the proposal and gone to a comment session I have found no pediatrician that thinks this will be good for their patients or their practice. Please say no to the waiver.,215589,19 Jul 2016 12:18:33
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",215593,19 Jul 2016 12:18:49
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",215597,19 Jul 2016 12:19:00
"As an LPN in the southeastern NC working at a Pediatric clinic, I deal with many families who have Medicaid as their Health Insurance and this reform would harm the hard work of the multiple clinics that see these families for the specialty needs they have like Mental/behavioral Clinics, GI, Neurology, Urology, Endocrinology, Dermatology, ENT and many more. Therefore, I oppose the proposed Medicaid Waiver for NC.",215601,19 Jul 2016 12:19:00
"I live in Robeson County NC, it is well known that we live in the poorest county in the state. Along with being the poorest county many of us receive Medicaid assistance, this waiver does more harm than good. It only complicates a system for people who are already struggling. I do not support this waiver and I hope our politicians will stand with us on rejecting this waiver.",215605,19 Jul 2016 12:19:03
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",215609,19 Jul 2016 12:19:07
"I work as a registered nurse in a pediatric clinic, a change to the medicaid program is a negative change for NC. I refuse to support the proposed reform.",215613,19 Jul 2016 12:19:25
"I am a registration front staff at Cumberland Childrens Clinic,PA As an employee i see first hand how the proposed medicaid proposed medicaid reform could affect our family's and patients we see everyday.It makes me sad to know that the poor kids will not be able to get the care they need .As being in the health care profession it hurts me to know that there will be kids that may die because of that !!",215617,19 Jul 2016 12:19:39
The Medicaid Reform Waiver will hinder and already weak Medicaid system. It will cause more harm than good. It is not necessary to continue to punish the children of North Carolina. Please consider moving the waiver to help North Carolina's children.,215621,19 Jul 2016 12:19:42
